date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:00:09	38848/38848	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jun%202022%2009:00:08%20GMT	http://localhost:81/0porcent0/archive/	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/archive/index.html	(from http://localhost:81/0porcent0/)
10:00:13	245677/245677	---M--	200	added ('OK')	image/jpeg	etag:%223bfad-5e287517281ed%22	http://localhost:81/0porcent0/wp-content/uploads/2022/06/IMG-9485.jpg	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/06/IMG-9485.jpg	(from http://localhost:81/0porcent0/)
10:00:13	24545/24545	---M--	200	added ('OK')	image/png	etag:%225fe1-5dcef3e967fe8%22	http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/images/tab-archive.png	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/themes/0porcent0_template/images/tab-archive.png	(from http://localhost:81/0porcent0/)
10:00:14	1535/1535	---M--	200	added ('OK')	application/javascript	etag:%225ff-5df817ce72133%22	http://localhost:81/0porcent0/wp-content/plugins/dco-comment-attachment/assets/dco-comment-attachment.js?ver=2.3.1	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/plugins/dco-comment-attachment/assets/dco-comment-attachment254d.js	(from http://localhost:81/0porcent0/)
10:00:15	11857/11857	---M--	200	added ('OK')	application/javascript	etag:%222e51-5e29125e1be88%22	http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/main.js?ver=6.0	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/themes/0porcent0_template/mainf049.js	(from http://localhost:81/0porcent0/)
10:00:23	58264/58264	---M--	200	added ('OK')	font/otf	etag:%22e398-5c086262a2480%22	http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/fonts/PPEditorialNew-Free/PPEditorialNew-Regular.otf	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/themes/0porcent0_template/fonts/PPEditorialNew-Free/PPEditorialNew-Regular.otf	(from http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/style.css)
10:00:25	59116/59116	---M--	200	added ('OK')	font/otf	etag:%22e6ec-5c0862830f100%22	http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/fonts/PPEditorialNew-Free/PPEditorialNew-Italic.otf	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/themes/0porcent0_template/fonts/PPEditorialNew-Free/PPEditorialNew-Italic.otf	(from http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/style.css)
10:00:33	57792/57792	---M--	200	added ('OK')	font/otf	etag:%22e1c0-5c086262a2480%22	http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/fonts/PPEditorialNew-Free/PPEditorialNew-Ultralight.otf	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/themes/0porcent0_template/fonts/PPEditorialNew-Free/PPEditorialNew-Ultralight.otf	(from http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/style.css)
10:00:34	57604/57604	---M--	200	added ('OK')	font/otf	etag:%22e104-5c0862821aec0%22	http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/fonts/PPEditorialNew-Free/PPEditorialNew-UltralightItalic.otf	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/themes/0porcent0_template/fonts/PPEditorialNew-Free/PPEditorialNew-UltralightItalic.otf	(from http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/style.css)
10:00:35	4418/4418	---M--	200	added ('OK')	image/png	etag:%221142-5dcb508348251%22	http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/images/icon-post-it-2-2.png	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/themes/0porcent0_template/images/icon-post-it-2-2.png	(from http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/style.css)
10:00:37	11823/11823	---M--	200	added ('OK')	image/png	etag:%222e2f-5dfadecdf5e9a%22	http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/images/icon-drag-mouse.png	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/themes/0porcent0_template/images/icon-drag-mouse.png	(from http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/style.css)
10:00:38	190738/190738	---M--	200	added ('OK')	image/png	etag:%222e912-5e1a506d5264c%22	http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/images/add-img-3.png	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/themes/0porcent0_template/images/add-img-3.png	(from http://localhost:81/0porcent0/)
10:00:38	13536/13536	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Jun%202022%2009:00:37%20GMT	http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/images/icon-drag-02.png	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/themes/0porcent0_template/images/icon-drag-02.png	(from http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/style.css)
10:00:40	10607/10607	---M--	200	added ('OK')	image/png	etag:%22296f-5dfae07fcc616%22	http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/images/icon-video-mouse.png	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/themes/0porcent0_template/images/icon-video-mouse.png	(from http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/style.css)
10:00:40	12082/12082	---M--	200	added ('OK')	image/png	etag:%222f32-5e1ba50c793e9%22	http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/images/icon-scroll.png	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/themes/0porcent0_template/images/icon-scroll.png	(from http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/style.css)
10:00:41	2562/2562	---M-Z	200	added ('OK')	application/json	date:Wed,%2029%20Jun%202022%2009:00:40%20GMT	http://localhost:81/0porcent0/wp-json/wp/v2/pages/21	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-json/wp/v2/pages/21.json	(from http://localhost:81/0porcent0/about/)
10:00:41	2394/2394	---M-Z	200	added ('OK')	application/json	date:Wed,%2029%20Jun%202022%2009:00:41%20GMT	http://localhost:81/0porcent0/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A81%2F0porcent0%2Fabout%2F	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-json/oembed/1.0/embed9e8e.json	(from http://localhost:81/0porcent0/about/)
10:00:42	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Jun%202022%2009:00:41%20GMT	http://localhost:81/0porcent0/?p=21	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/index3965.html	(from http://localhost:81/0porcent0/about/)
10:00:42	2460/2460	---M-Z	200	added ('OK')	text/xml	date:Wed,%2029%20Jun%202022%2009:00:42%20GMT	http://localhost:81/0porcent0/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A81%2F0porcent0%2Fabout%2F&format=xml	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-json/oembed/1.0/embed8ab9	(from http://localhost:81/0porcent0/about/)
10:00:45	77439/77439	---M--	200	added ('OK')	image/png	etag:%2212e7f-5dd8f1908492c%22	http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/images/logo.png	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/themes/0porcent0_template/images/logo.png	(from http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/style.css)
10:00:45	75/75	---MCZ	302	error ('Found')	text/plain	date:Wed,%2029%20Jun%202022%2009:00:46%20GMT	https://unpkg.com/@google/model-viewer/dist/model-viewer.min.js	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/unpkg.com/@google/model-viewer/dist/model-viewer.min.28.delayed	(from http://localhost:81/0porcent0/about/)
10:00:47	55270/55270	---M--	200	added ('OK')	image/png	etag:%22d7e6-5dc20793d6e28%22	http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/images/fav-ico.png	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/themes/0porcent0_template/images/fav-ico.png	(from http://localhost:81/0porcent0/about/)
10:00:49	156/156	---MCZ	302	error ('Found')	text/html	date:Wed,%2029%20Jun%202022%2009:00:49%20GMT	https://unpkg.com/@google/model-viewer/dist/model-viewer-legacy.js	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/unpkg.com/@google/model-viewer/dist/model-viewer-legacy.2a.delayed	(from http://localhost:81/0porcent0/about/)
10:00:50	73/73	---MCZ	404	error ('Not%20Found')	text/plain	etag:W/%2249-CORp8XkCGdp5TSJfpl8jv1U33hs%22	https://unpkg.com/@google/model-viewer@1.12.0/dist/model-viewer-legacy.js	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/unpkg.com/@google/model-viewer@1.12.0/dist/model-viewer-legacy.js	(from http://localhost:81/0porcent0/about/)
10:00:50	13536/13536	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Jun%202022%2009:00:50%20GMT	http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/images/logo(1).png	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/themes/0porcent0_template/images/logo(1).2c.delayed	(from http://localhost:81/0porcent0/about/)
10:00:52	208208936/208208936	---M--	200	added ('OK')	text/html	etag:%22c690428-5e08c9967c1e0%22	http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/images/scan_3d_ana_ines.glb	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/themes/0porcent0_template/images/scan_3d_ana_ines.html	(from http://localhost:81/0porcent0/about/)
10:01:15	89501/89501	---M--	200	added ('OK')	text/javascript	date:Wed,%2010%20Mar%202021%2014:28:09%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.6.0/jquery.min.js	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/ajax.googleapis.com/ajax/libs/jquery/3.6.0/jquery.min.js	(from http://localhost:81/0porcent0/about/)
10:02:08	857349/857349	---MCZ	200	added ('OK')	application/javascript	etag:%22d1505-69XP6BocNuWg2mfGscMkxlBndqw%22	https://unpkg.com/@google/model-viewer@1.12.0/dist/model-viewer.min.js	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/unpkg.com/@google/model-viewer@1.12.0/dist/model-viewer.min.js	(from http://localhost:81/0porcent0/about/)
10:02:22	83971/83971	---M--	200	added ('OK')	image/png	etag:%2214803-5deb91fee9e30%22	http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/images/tab-see-all-2.png	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/themes/0porcent0_template/images/tab-see-all-2.png	(from http://localhost:81/0porcent0/archive/)
10:02:36	86748/86748	---M--	200	added ('OK')	image/png	etag:%22152dc-5deb94bcb118a%22	http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/images/tab-talks-1.png	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/themes/0porcent0_template/images/tab-talks-1.png	(from http://localhost:81/0porcent0/archive/)
10:02:37	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Jun%202022%2009:02:36%20GMT	http://localhost:81/0porcent0/?cat=4	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/indexaa1e.html	(from http://localhost:81/0porcent0/archive/)
10:02:51	86819/86819	---M--	200	added ('OK')	image/png	etag:%2215323-5deb94cfb7cd9%22	http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/images/tab-zines-1.png	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/themes/0porcent0_template/images/tab-zines-1.png	(from http://localhost:81/0porcent0/archive/)
10:02:51	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Jun%202022%2009:02:51%20GMT	http://localhost:81/0porcent0/?cat=3	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/index81ea.html	(from http://localhost:81/0porcent0/archive/)
10:02:51	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Jun%202022%2009:02:51%20GMT	http://localhost:81/0porcent0/artists	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/artists	(from http://localhost:81/0porcent0/archive/)
10:02:52	22555/22555	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jun%202022%2009:02:51%20GMT	http://localhost:81/0porcent0/artists/	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/artists/index.html	(from http://localhost:81/0porcent0/archive/)
10:03:06	86542/86542	---M--	200	added ('OK')	image/png	etag:%221520e-5deb94a8c1b20%22	http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/images/tab-artists-1.png	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/themes/0porcent0_template/images/tab-artists-1.png	(from http://localhost:81/0porcent0/archive/)
10:04:32	1313686/1313686	---M--	200	added ('OK')	image/jpeg	etag:%22140b96-5e07eaf5a7597%22	http://localhost:81/0porcent0/wp-content/themes/0porcent0_template/images/thumbnail-video.jpg	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/themes/0porcent0_template/images/thumbnail-video.jpg	(from http://localhost:81/0porcent0/about/)
10:04:32	38226/38226	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jun%202022%2009:04:32%20GMT	http://localhost:81/0porcent0/category/talks/	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/category/talks/index.html	(from http://localhost:81/0porcent0/archive/)
10:07:55	1251334/1251334	---M--	200	added ('OK')	image/jpeg	etag:%22131806-5e26a5d7f59f1%22	http://localhost:81/0porcent0/wp-content/uploads/2022/06/RaquelGandra.jpg	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/06/RaquelGandra.jpg	(from http://localhost:81/0porcent0/archive/)
10:07:56	23467/23467	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jun%202022%2009:07:55%20GMT	http://localhost:81/0porcent0/tag/viana-do-castelo-pt/	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/tag/viana-do-castelo-pt/index.html	(from http://localhost:81/0porcent0/archive/)
10:08:34	3499378/3499378	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%22356572-5df827d9442a0%22	http://localhost:81/0porcent0/wp-content/uploads/2022/05/zine-0-3.jpg	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/05/zine-0-3.jpg	(from http://localhost:81/0porcent0/)
10:09:31	2377738/2377738	---M--	200	added ('OK')	image/png	etag:%2224480a-5e26a5ab84c53%22	http://localhost:81/0porcent0/wp-content/uploads/2022/06/Carlos-Silva.png	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/06/Carlos-Silva.png	(from http://localhost:81/0porcent0/archive/)
10:10:09	229197/229197	---M--	200	added ('OK')	image/jpeg	etag:%2237f4d-5df0ce1db5248%22	http://localhost:81/0porcent0/wp-content/uploads/2022/05/talk-andaime.jpeg	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/05/talk-andaime.jpg	(from http://localhost:81/0porcent0/archive/)
10:12:40	935492/935492	---M--	200	added ('OK')	image/png	etag:%22e4644-5df0ce262402b%22	http://localhost:81/0porcent0/wp-content/uploads/2022/05/talk-andaime2.png	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/05/talk-andaime2.png	(from http://localhost:81/0porcent0/archive/)
10:13:44	2152350/2152350	---M--	200	added ('OK')	image/png	etag:%2220d79e-5e26a5e9d5b73%22	http://localhost:81/0porcent0/wp-content/uploads/2022/06/Pedro-Moreira.png	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/06/Pedro-Moreira.png	(from http://localhost:81/0porcent0/archive/)
10:14:52	2339743/2339743	---M--	200	added ('OK')	video/mp4	etag:%2223b39f-5e26a61094afc%22	http://localhost:81/0porcent0/wp-content/uploads/2022/06/talk_8.mp4	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/06/talk_8.mp4	(from http://localhost:81/0porcent0/archive/)
10:17:15	22353/22353	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jun%202022%2009:17:14%20GMT	http://localhost:81/0porcent0/tag/espinho-pt/	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/tag/espinho-pt/index.html	(from http://localhost:81/0porcent0/archive/)
10:17:29	86195/86195	---M--	200	added ('OK')	image/jpeg	etag:%22150b3-5e26a8074de94%22	http://localhost:81/0porcent0/wp-content/uploads/2022/06/talk_6-3.jpg	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/06/talk_6-3.jpg	(from http://localhost:81/0porcent0/archive/)
10:17:47	108692/108692	---M--	200	added ('OK')	image/jpeg	etag:%221a894-5e26a81196c4d%22	http://localhost:81/0porcent0/wp-content/uploads/2022/06/talk_6-2.jpg	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/06/talk_6-2.jpg	(from http://localhost:81/0porcent0/archive/)
10:18:40	2222944/2222944	---M--	200	added ('OK')	image/png	etag:%2221eb60-5df0cfb2b6dbe%22	http://localhost:81/0porcent0/wp-content/uploads/2022/05/talk-andaime3.png	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/05/talk-andaime3.png	(from http://localhost:81/0porcent0/archive/)
10:20:06	534836/534836	---M--	200	added ('OK')	image/jpeg	etag:%2282934-5e26a855027ec%22	http://localhost:81/0porcent0/wp-content/uploads/2022/06/wdkahaven_insta.jpg	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/06/wdkahaven_insta.jpg	(from http://localhost:81/0porcent0/archive/)
10:20:07	20198/20198	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jun%202022%2009:20:07%20GMT	http://localhost:81/0porcent0/tag/rotterdam-nl/	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/tag/rotterdam-nl/index.html	(from http://localhost:81/0porcent0/archive/)
10:26:43	2449475/2449475	---M--	200	added ('OK')	video/mp4	etag:%22256043-5e26a83ae7e9d%22	http://localhost:81/0porcent0/wp-content/uploads/2022/06/talk_5.mp4	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/06/talk_5.mp4	(from http://localhost:81/0porcent0/archive/)
